Sample_Start	Sample_End	GC_Content(%)
3735650	3836435	52.07
839221	940006	53.09
9228452	9329237	53.67
8217207	8317992	54.46
7489709	7590494	51.51
4682115	4782900	53.33
3439167	3539952	52.71
18299464	18400249	53.51
2917183	3017968	53.76
19813640	19914425	53.61
14157347	14258132	53.95
1066449	1167234	53.37
999828	1100613	53.86
3143890	3244675	52.61
7336273	7437058	52.84
7806804	7907589	52.93
16956909	17057694	53.38
890399	991184	51.70
18832259	18933044	53.72
6671884	6772669	53.84
18285201	18385986	53.74
14076749	14177534	53.75
7396759	7497544	53.20
15072954	15173739	53.25
19772475	19873260	52.72
9334531	9435316	54.47
218062	318847	53.38
5357277	5458062	52.99
14180586	14281371	53.51
11416912	11517697	53.68
9323815	9424600	54.45
5217026	5317811	51.78
7224730	7325515	53.52
11294238	11395023	52.37
3429607	3530392	52.70
3112034	3212819	52.82
12748244	12849029	53.11
3245263	3346048	53.64
12045349	12146134	53.52
11541238	11642023	53.10
8875847	8976632	53.47
1457954	1558739	53.70
15415740	15516525	52.19
17992829	18093614	53.32
4188470	4289255	53.75
12701506	12802291	53.36
2644095	2744880	53.50
18523409	18624194	51.80
9837430	9938215	53.31
12134457	12235242	53.27
19372723	19473508	53.43
6452134	6552919	52.57
2333883	2434668	54.46
1537611	1638396	53.62
7646997	7747782	53.52
9710248	9811033	53.16
2677374	2778159	53.68
7811165	7911950	52.99
3389045	3489830	53.69
12754919	12855704	52.99
9327246	9428031	54.38
15213925	15314710	53.52
12241736	12342521	54.03
5457765	5558550	54.35
12421212	12521997	52.96
11920906	12021691	53.78
7029889	7130674	53.54
8958289	9059074	53.15
2395870	2496655	53.75
5742460	5843245	52.98
17922760	18023545	53.34
8214491	8315276	54.38
5482877	5583662	53.61
15510878	15611663	54.06
12732411	12833196	53.27
9057945	9158730	53.93
18688132	18788917	53.32
7369062	7469847	53.36
10881122	10981907	54.28
1876966	1977751	53.93
7685577	7786362	53.41
1077105	1177890	52.84
10584847	10685632	53.35
13460856	13561641	51.66
8983893	9084678	53.52
2220921	2321706	46.47
7079409	7180194	50.27
19031404	19132189	53.91
10558837	10659622	53.63
7134562	7235347	50.72
16751421	16852206	53.51
13275203	13375988	53.40
15396513	15497298	50.86
4793975	4894760	52.78
8887903	8988688	53.43
4685216	4786001	53.36
8275445	8376230	53.84
18836388	18937173	53.73
18085076	18185861	53.28
8816145	8916930	53.30
19615450	19716235	54.30
14375853	14476638	53.25
19580115	19680900	54.06
13401657	13502442	50.67
12146585	12247370	53.33
7359183	7459968	53.45
4641643	4742428	53.49
17096865	17197650	53.27
16559643	16660428	53.41
3050413	3151198	53.12
1580963	1681748	53.23
3679214	3779999	52.93
5128503	5229288	53.56
5368105	5468890	53.24
14165337	14266122	53.85
20012166	20112951	53.10
2131636	2232421	49.21
12910648	13011433	54.13
12805018	12905803	53.24
19994697	20095482	52.24
15705148	15805933	54.05
17754131	17854916	53.86
8436057	8536842	53.31
18563180	18663965	51.19
