Sample_Start	Sample_End	GC_Content(%)
3735650	3825686	60.02
839221	929257	55.97
9228452	9318488	60.62
8217207	8307243	60.99
7489709	7579745	58.11
4682115	4772151	60.40
3439167	3529203	58.98
18299464	18389500	50.89
2917183	3007219	61.51
14157347	14247383	56.76
1066449	1156485	57.27
999828	1089864	58.40
3143890	3233926	60.35
7336273	7426309	59.02
7806804	7896840	58.71
16956909	17046945	58.77
890399	980435	58.34
6671884	6761920	59.82
18285201	18375237	49.74
14076749	14166785	58.61
7396759	7486795	60.18
15072954	15162990	58.95
9334531	9424567	60.89
218062	308098	60.75
5357277	5447313	61.30
14180586	14270622	56.69
11416912	11506948	57.19
9323815	9413851	60.66
5217026	5307062	61.61
7224730	7314766	59.55
11294238	11384274	60.34
3429607	3519643	59.24
3112034	3202070	59.02
12748244	12838280	58.54
3245263	3335299	60.36
12045349	12135385	60.22
11541238	11631274	61.31
8875847	8965883	54.37
1457954	1547990	61.36
15415740	15505776	58.48
17992829	18082865	60.30
4188470	4278506	58.93
12701506	12791542	57.96
2644095	2734131	59.88
18523409	18613445	59.74
9837430	9927466	59.65
12134457	12224493	59.81
6452134	6542170	58.72
2333883	2423919	58.98
1537611	1627647	60.80
7646997	7737033	59.89
9710248	9800284	59.79
2677374	2767410	58.58
7811165	7901201	59.07
3389045	3479081	59.67
12754919	12844955	58.88
9327246	9417282	60.62
15213925	15303961	58.48
12241736	12331772	59.32
5457765	5547801	58.68
12421212	12511248	59.05
11920906	12010942	58.16
7029889	7119925	58.98
8958289	9048325	59.21
2395870	2485906	59.73
5742460	5832496	59.60
17922760	18012796	57.39
8214491	8304527	60.88
5482877	5572913	60.55
15510878	15600914	55.85
12732411	12822447	58.39
9057945	9147981	58.63
18688132	18778168	59.64
7369062	7459098	57.87
10881122	10971158	58.50
1876966	1967002	57.89
7685577	7775613	59.99
1077105	1167141	57.91
10584847	10674883	59.24
13460856	13550892	56.83
8983893	9073929	60.36
2220921	2310957	59.07
7079409	7169445	58.82
10558837	10648873	58.88
7134562	7224598	59.34
16751421	16841457	60.79
13275203	13365239	57.67
15396513	15486549	59.14
4793975	4884011	54.26
8887903	8977939	54.38
4685216	4775252	60.45
8275445	8365481	58.55
18085076	18175112	58.35
8816145	8906181	59.26
14375853	14465889	60.47
13401657	13491693	57.82
12146585	12236621	60.24
7359183	7449219	58.42
4641643	4731679	60.80
17096865	17186901	59.33
16559643	16649679	60.63
3050413	3140449	58.56
1580963	1670999	59.25
3679214	3769250	60.21
5128503	5218539	59.26
5368105	5458141	61.33
14165337	14255373	56.46
2131636	2221672	58.78
12910648	13000684	58.68
12805018	12895054	59.14
15705148	15795184	55.51
17754131	17844167	57.19
8436057	8526093	57.70
18563180	18653216	59.54
385239	475275	60.24
3843718	3933754	58.50
18017734	18107770	60.70
8953167	9043203	58.30
11414394	11504430	56.94
3743069	3833105	59.89
9848230	9938266	60.36
14588301	14678337	59.32
5306893	5396929	59.84
15224441	15314477	59.02
108894	198930	59.59
8837869	8927905	57.40
16796882	16886918	59.28
5994562	6084598	57.24
17034970	17125006	58.55
3570554	3660590	59.58
10014145	10104181	59.98
17034339	17124375	58.59
6674349	6764385	59.94
5128434	5218470	59.27
12546466	12636502	62.05
5420686	5510722	58.83
18098556	18188592	58.33
17795716	17885752	58.22
19189	109225	59.72
10876872	10966908	58.10
16394887	16484923	59.81
653531	743567	59.58
3753657	3843693	59.52
12179613	12269649	60.42
10318461	10408497	59.68
8034686	8124722	58.41
1943646	2033682	58.51
8082309	8172345	59.08
2642648	2732684	59.92
2874052	2964088	62.19
16307133	16397169	60.48
2322386	2412422	57.27
17874652	17964688	59.45
4219822	4309858	59.02
4308102	4398138	58.42
15947830	16037866	60.19
18448347	18538383	61.13
5540741	5630777	61.48
8893824	8983860	54.34
17705794	17795830	59.27
14198153	14288189	56.71
7106768	7196804	58.33
18095773	18185809	58.30
6749509	6839545	57.95
10459463	10549499	61.85
13387959	13477995	58.80
12529912	12619948	61.59
14700199	14790235	59.37
17366963	17456999	59.82
15149361	15239397	61.57
4060227	4150263	59.61
8318332	8408368	59.45
7539591	7629627	59.14
2148352	2238388	57.33
11344269	11434305	58.02
705792	795828	58.85
18586522	18676558	59.41
7721369	7811405	60.19
7389269	7479305	59.64
241284	331320	58.88
2382132	2472168	60.14
1975475	2065511	59.11
7682011	7772047	59.93
2261579	2351615	58.32
1054043	1144079	57.22
11087340	11177376	58.37
2377578	2467614	60.22
17252216	17342252	59.89
7986110	8076146	59.69
9344146	9434182	60.94
16287807	16377843	59.99
7188594	7278630	60.21
18093688	18183724	58.33
4439648	4529684	59.54
15860207	15950243	58.40
8153634	8243670	59.99
15870338	15960374	57.72
13658665	13748701	58.17
6389096	6479132	60.94
3165048	3255084	60.10
3252458	3342494	60.89
14463677	14553713	60.18
11888253	11978289	59.03
14212940	14302976	57.35
13794303	13884339	60.54
15670747	15760783	57.65
1817683	1907719	59.33
3302355	3392391	61.47
2033823	2123859	58.18
13509728	13599764	59.53
11385106	11475142	57.34
