Contig_ID,Position,GC_Content,GC_Deviation
chr_1,0.0005,51.7,-0.1908164677795554
chr_1,0.0015,46.1,-5.790816467779557
chr_1,0.0025,50.9,-0.9908164677795597
chr_1,0.0035,52.900000000000006,1.0091835322204474
chr_1,0.0045,54.0,2.1091835322204417
chr_1,0.0055,50.0,-1.8908164677795583
chr_1,0.0065,50.7,-1.1908164677795554
chr_1,0.0075,51.7,-0.1908164677795554
chr_1,0.0085,55.00000000000001,3.109183532220449
chr_1,0.0095,52.800000000000004,0.909183532220446
chr_1,0.0105,55.00000000000001,3.109183532220449
chr_1,0.0115,53.0,1.1091835322204417
chr_1,0.0125,53.1,1.2091835322204432
chr_1,0.0135,53.400000000000006,1.5091835322204474
chr_1,0.0145,49.7,-2.1908164677795554
chr_1,0.0155,52.0,0.10918353222044175
chr_1,0.0165,50.5,-1.3908164677795583
chr_1,0.0175,47.699999999999996,-4.1908164677795625
chr_1,0.0185,52.400000000000006,0.5091835322204474
chr_1,0.0195,51.300000000000004,-0.590816467779554
chr_1,0.0205,54.1,2.209183532220443
chr_1,0.0215,52.7,0.8091835322204446
chr_1,0.0225,52.6,0.7091835322204432
chr_1,0.0235,53.5,1.6091835322204417
chr_1,0.0245,53.400000000000006,1.5091835322204474
chr_1,0.0255,51.6,-0.29081646777955683
chr_1,0.0265,51.2,-0.6908164677795554
chr_1,0.0275,53.1,1.2091835322204432
chr_1,0.0285,55.7,3.8091835322204446
chr_1,0.0295,52.5,0.6091835322204417
chr_1,0.0305,52.1,0.20918353222044317
chr_1,0.0315,51.9,0.009183532220440327
chr_1,0.0325,53.400000000000006,1.5091835322204474
chr_1,0.0335,51.5,-0.39081646777955825
chr_1,0.0345,53.5,1.6091835322204417
chr_1,0.0355,54.6,2.709183532220443
chr_1,0.0365,53.0,1.1091835322204417
chr_1,0.0375,51.1,-0.7908164677795568
chr_1,0.0385,54.1,2.209183532220443
chr_1,0.0395,51.5,-0.39081646777955825
chr_1,0.0405,54.6,2.709183532220443
chr_1,0.0415,51.1,-0.7908164677795568
chr_1,0.0425,52.2,0.3091835322204446
chr_1,0.0435,51.5,-0.39081646777955825
chr_1,0.0445,51.9,0.009183532220440327
chr_1,0.0455,54.0,2.1091835322204417
chr_1,0.0465,53.7,1.8091835322204446
chr_1,0.0475,53.300000000000004,1.409183532220446
chr_1,0.0485,54.900000000000006,3.0091835322204474
chr_1,0.0495,54.50000000000001,2.609183532220449
chr_1,0.0505,56.10000000000001,4.20918353222045
chr_1,0.0515,58.9,7.00918353222044
chr_1,0.0525,52.6,0.7091835322204432
chr_1,0.0535,53.6,1.7091835322204432
chr_1,0.0545,53.7,1.8091835322204446
chr_1,0.0555,53.300000000000004,1.409183532220446
chr_1,0.0565,54.2,2.3091835322204446
chr_1,0.0575,54.1,2.209183532220443
chr_1,0.0585,49.6,-2.290816467779557
chr_1,0.0595,52.6,0.7091835322204432
chr_1,0.0605,51.6,-0.29081646777955683
chr_1,0.0615,48.0,-3.8908164677795583
chr_1,0.0625,51.800000000000004,-0.09081646777955399
chr_1,0.0635,50.5,-1.3908164677795583
chr_1,0.0645,52.900000000000006,1.0091835322204474
chr_1,0.0655,54.6,2.709183532220443
chr_1,0.0665,49.3,-2.590816467779561
chr_1,0.0675,58.099999999999994,6.209183532220436
chr_1,0.0685,54.300000000000004,2.409183532220446
chr_1,0.0695,50.4,-1.4908164677795597
chr_1,0.0705,46.800000000000004,-5.090816467779554
chr_1,0.0715,55.2,3.3091835322204446
chr_1,0.0725,51.800000000000004,-0.09081646777955399
chr_1,0.0735,48.9,-2.9908164677795597
chr_1,0.0745,55.800000000000004,3.909183532220446
chr_1,0.0755,54.50000000000001,2.609183532220449
chr_1,0.0765,50.8,-1.090816467779561
chr_1,0.0775,54.400000000000006,2.5091835322204474
chr_1,0.0785,54.0,2.1091835322204417
chr_1,0.0795,54.2,2.3091835322204446
chr_1,0.0805,52.300000000000004,0.409183532220446
chr_1,0.0815,52.7,0.8091835322204446
chr_1,0.0825,50.0,-1.8908164677795583
chr_1,0.0835,53.7,1.8091835322204446
chr_1,0.0845,53.400000000000006,1.5091835322204474
chr_1,0.0855,45.9,-5.99081646777956
chr_1,0.0865,55.800000000000004,3.909183532220446
chr_1,0.0875,52.900000000000006,1.0091835322204474
chr_1,0.0885,54.7,2.8091835322204446
chr_1,0.0895,54.6,2.709183532220443
chr_1,0.0905,52.5,0.6091835322204417
chr_1,0.0915,51.5,-0.39081646777955825
chr_1,0.0925,46.2,-5.690816467779555
chr_1,0.0935,52.7,0.8091835322204446
chr_1,0.0945,55.800000000000004,3.909183532220446
chr_1,0.0955,57.099999999999994,5.209183532220436
chr_1,0.0965,49.5,-2.3908164677795583
chr_1,0.0975,50.4,-1.4908164677795597
chr_1,0.0985,52.800000000000004,0.909183532220446
chr_1,0.0995,50.6,-1.2908164677795568
chr_1,0.1005,50.4,-1.4908164677795597
chr_1,0.1015,50.6,-1.2908164677795568
chr_1,0.1025,51.4,-0.4908164677795597
chr_1,0.1035,52.900000000000006,1.0091835322204474
chr_1,0.1045,49.0,-2.8908164677795583
chr_1,0.1055,55.800000000000004,3.909183532220446
chr_1,0.1065,50.5,-1.3908164677795583
chr_1,0.1075,57.699999999999996,5.8091835322204375
chr_1,0.1085,54.400000000000006,2.5091835322204474
chr_1,0.1095,51.800000000000004,-0.09081646777955399
chr_1,0.1105,54.6,2.709183532220443
chr_1,0.1115,51.6,-0.29081646777955683
chr_1,0.1125,51.9,0.009183532220440327
chr_1,0.1135,50.5,-1.3908164677795583
chr_1,0.1145,53.300000000000004,1.409183532220446
chr_1,0.1155,53.400000000000006,1.5091835322204474
chr_1,0.1165,55.00000000000001,3.109183532220449
chr_1,0.1175,54.2,2.3091835322204446
chr_1,0.1185,54.1,2.209183532220443
chr_1,0.1195,52.0,0.10918353222044175
chr_1,0.1205,52.0,0.10918353222044175
chr_1,0.1215,50.1,-1.7908164677795568
chr_1,0.1225,53.900000000000006,2.0091835322204474
chr_1,0.1235,51.0,-0.8908164677795583
chr_1,0.1245,52.800000000000004,0.909183532220446
chr_1,0.1255,52.800000000000004,0.909183532220446
chr_1,0.1265,51.7,-0.1908164677795554
chr_1,0.1275,54.1,2.209183532220443
chr_1,0.1285,51.2,-0.6908164677795554
chr_1,0.1295,54.7,2.8091835322204446
chr_1,0.1305,52.300000000000004,0.409183532220446
chr_1,0.1315,52.2,0.3091835322204446
