Contig_ID,Position,GC_Content,GC_Deviation
ctg_1,0.0005,56.599999999999994,11.705695617428141
ctg_1,0.0015,47.699999999999996,2.8056956174281424
ctg_1,0.0025,50.5,5.605695617428147
ctg_1,0.0035,50.0,5.105695617428147
ctg_1,0.0045,51.2,6.3056956174281495
ctg_1,0.0055,52.7,7.8056956174281495
ctg_1,0.0065,50.2,5.3056956174281495
ctg_1,0.0075,63.5,18.605695617428147
ctg_1,0.0085,52.2,7.3056956174281495
ctg_1,0.0095,48.1,3.205695617428148
ctg_1,0.0105,49.1,4.205695617428148
ctg_1,0.0115,52.1,7.205695617428148
ctg_1,0.0125,50.6,5.705695617428148
ctg_1,0.0135,50.4,5.505695617428145
ctg_1,0.0145,58.9,14.005695617428145
ctg_1,0.0155,56.699999999999996,11.805695617428142
ctg_1,0.0165,48.0,3.1056956174281467
ctg_1,0.0175,50.4,5.505695617428145
ctg_1,0.0185,48.9,4.005695617428145
ctg_1,0.0195,52.1,7.205695617428148
ctg_1,0.0205,48.9,4.005695617428145
ctg_1,0.0215,47.0,2.1056956174281467
ctg_1,0.0225,46.1,1.2056956174281481
ctg_1,0.0235,48.699999999999996,3.8056956174281424
ctg_1,0.0245,48.9,4.005695617428145
ctg_1,0.0255,43.8,-1.0943043825718561
ctg_1,0.0265,44.6,-0.2943043825718519
ctg_1,0.0275,46.7,1.8056956174281495
ctg_1,0.0285,46.300000000000004,1.405695617428151
ctg_1,0.0295,45.7,0.8056956174281495
ctg_1,0.0305,46.400000000000006,1.5056956174281524
ctg_1,0.0315,48.1,3.205695617428148
ctg_1,0.0325,49.0,4.105695617428147
ctg_1,0.0335,46.400000000000006,1.5056956174281524
ctg_1,0.0345,44.800000000000004,-0.09430438257184903
ctg_1,0.0355,48.1,3.205695617428148
ctg_1,0.0365,46.7,1.8056956174281495
ctg_1,0.0375,41.199999999999996,-3.6943043825718576
ctg_1,0.0385,41.199999999999996,-3.6943043825718576
ctg_1,0.0395,48.6,3.705695617428148
ctg_1,0.0405,45.6,0.7056956174281481
ctg_1,0.0415,45.800000000000004,0.905695617428151
ctg_1,0.0425,44.9,0.005695617428145283
ctg_1,0.0435,41.6,-3.294304382571852
ctg_1,0.0445,45.4,0.5056956174281453
ctg_1,0.0455,47.4,2.5056956174281453
ctg_1,0.0465,45.0,0.1056956174281467
ctg_1,0.0475,46.800000000000004,1.905695617428151
ctg_1,0.0485,46.400000000000006,1.5056956174281524
ctg_1,0.0495,45.1,0.20569561742814813
ctg_1,0.0505,44.0,-0.8943043825718533
ctg_1,0.0515,46.300000000000004,1.405695617428151
ctg_1,0.0525,44.9,0.005695617428145283
ctg_1,0.0535,44.1,-0.7943043825718519
ctg_1,0.0545,44.1,-0.7943043825718519
ctg_1,0.0555,46.800000000000004,1.905695617428151
ctg_1,0.0565,45.7,0.8056956174281495
ctg_1,0.0575,50.2,5.3056956174281495
ctg_1,0.0585,46.0,1.1056956174281467
ctg_1,0.0595,42.6,-2.294304382571852
ctg_1,0.0605,42.6,-2.294304382571852
ctg_1,0.0615,42.0,-2.8943043825718533
ctg_1,0.0625,43.8,-1.0943043825718561
ctg_1,0.0635,44.2,-0.6943043825718505
ctg_1,0.0645,42.3,-2.594304382571856
ctg_1,0.0655,44.6,-0.2943043825718519
ctg_1,0.0665,49.6,4.705695617428148
ctg_1,0.0675,43.1,-1.7943043825718519
ctg_1,0.0685,43.1,-1.7943043825718519
ctg_1,0.0695,39.2,-5.6943043825718505
ctg_1,0.0705,45.2,0.30569561742814955
ctg_1,0.0715,47.3,2.405695617428144
ctg_1,0.0725,47.599999999999994,2.705695617428141
